objectid,wd18cd,wd18nm,wd18nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
2963,E05005260,Higham and Pendleside, ,381505,438956,-2.28259,53.846519,28525622.6558458,33428.5705635426
2964,E05005261,Horsfield, ,389892,440906,-2.15518,53.864281,1598044.64528316,6351.01525651256
2965,E05005262,Marsden, ,388878,437635,-2.17048,53.834862,4389244.42415666,11167.8128441966
2966,E05005263,Old Laund Booth, ,383294,437783,-2.25534,53.83604,3869333.01190546,8942.3727006298
2967,E05005264,Reedley, ,384449,435932,-2.23769,53.819439,5955725.65797273,13878.6824126692
2968,E05005265,Southfield, ,387979,437091,-2.18412,53.829948,3129223.29530806,10802.7534246806
2969,E05005266,Vivary Bridge, ,387988,440898,-2.18413,53.86417,3564882.86974744,8477.84075399374
2970,E05005267,Walverden, ,385666,437111,-2.21926,53.83007,579359.65637844,3323.17460066013
2971,E05005268,Waterside, ,388332,439274,-2.17884,53.849579,3650314.98958297,9049.70816393429
2972,E05005269,Whitefield, ,385331,437709,-2.22438,53.835442,844025.884627635,3933.28717619638
2973,E05005270,Ashton, ,351763,430500,-2.73329,53.768608,1228621.3177619,5733.97803865334
2974,E05005271,Brookfield, ,356265,432109,-2.66522,53.78347,2046921.84104485,8391.50750126241
2975,E05005272,Cadley, ,352616,431707,-2.72054,53.779541,1096562.60643428,4412.12037344384
2976,E05005273,College, ,353978,431991,-2.69991,53.782211,1177093.30996905,5023.01884427844
2977,E05005274,Deepdale, ,354947,430901,-2.68505,53.772499,870181.979613985,4143.92843476648
2978,E05005275,Fishwick, ,356294,429213,-2.66437,53.757439,2789215.6856573,7588.47538134696
2979,E05005276,Garrison, ,356066,432627,-2.66832,53.788109,3611595.56722334,10741.1619779906
2980,E05005277,Greyfriars, ,352071,432707,-2.72896,53.788471,2741747.06654815,8115.47628833675
2981,E05005278,Ingol, ,351250,432077,-2.74132,53.78273,1827978.29599724,6258.08111261388
2982,E05005279,Larches, ,350502,430520,-2.75242,53.768669,1807997.14257221,6090.31052869654
2983,E05005280,Lea, ,349068,430715,-2.77421,53.770279,8098967.86241656,13679.307890415
2984,E05005281,Moor Park, ,353854,430971,-2.70164,53.773029,1266366.07963162,4732.82220945375
2985,E05005282,Preston Rural East, ,357730,433922,-2.64324,53.799881,18772923.0661541,27717.2698296366
2986,E05005283,Preston Rural North, ,355619,438482,-2.67595,53.840691,78399024.1146815,53960.1121814997
2987,E05005284,Ribbleton, ,357341,431159,-2.64876,53.775021,5755581.38379847,11446.6407257985
2988,E05005285,Riversway, ,353056,429147,-3,50,2777316.34836638,9957.59801901328
2989,E05005286,St George's, ,353804,430225,-2.70229,53.766319,771126.8777536,4691.39865095854
2990,E05005287,St Matthew's, ,355427,430186,-2.67766,53.766109,1303111.56114934,4801.07731289049
2991,E05005288,Sharoe Green, ,353988,433107,-2.69993,53.79224,2387643.65171747,7080.54406008797
2992,E05005289,Town Centre, ,354322,429163,-3,50,2159274.64359113,5857.51144000511
2993,E05005290,Tulketh, ,352490,430717,-2.7223,53.77063,1078951.38727164,4759.92010277641
2994,E05005291,University, ,353035,430112,-2.71393,53.76524,925630.664767415,4803.80786909352
2995,E05005292,"Aighton, Bailey and Chaigley", ,368690,440749,-2.47755,53.862019,48386376.5828824,38825.6980754986
2996,E05005293,Alston and Hothersall, ,361532,435041,-2.58566,53.81023,11978970.3551291,16358.5468562661
2997,E05005294,Billington and Old Langho, ,372425,435597,-2.42029,53.815929,8432234.25094441,18879.0698896337
2998,E05005295,"Bowland, Newton and Slaidburn", ,370648,452276,-2.44889,53.965729,125305204.067845,93015.9444229775
2999,E05005296,Chatburn, ,380249,443458,-2.30197,53.88694,17239413.1339968,20682.0425221157
3000,E05005297,Chipping, ,365162,451738,-2.53244,53.960548,121815203.979028,73208.2982655131
3001,E05005298,Clayton-le-Dale with Ramsgreave, ,365885,433407,-2.51938,53.795849,18654048.3924569,23220.0524165409
3002,E05005299,Derby and Thornley, ,363148,440062,-2.56173,53.85548,13954484.1329699,20460.2714742292
3003,E05005300,Dilworth, ,362497,438118,-2.57138,53.837959,4531875.28566005,11789.1715565319
3004,E05005301,Edisford and Low Moor, ,373099,441477,-2.41058,53.868809,1276274.93315305,5877.69584099965
3005,E05005302,"Gisburn, Rimington", ,382884,452211,-2.26238,53.965698,66051681.3009082,71403.7533430843
3006,E05005303,Langho, ,370496,434963,-2.44953,53.81012,7007281.89058676,17169.7043571022
3007,E05005304,Littlemoor, ,374848,440911,-2.38393,53.863811,1338798.34111473,4895.29419571634
3008,E05005305,Mellor, ,364091,431559,-2.54639,53.779121,14334323.9759708,24864.8718737892
3009,E05005306,Primrose, ,373857,441217,-2.39903,53.866508,918518.30731516,5256.779811338
3010,E05005307,Read and Simonstone, ,376926,434949,-2.35189,53.810322,10338483.8804237,15429.5440892255
3011,E05005308,Ribchester, ,364190,436973,-2.54552,53.827789,9337430.41214258,16785.808999637
3012,E05005309,Sabden, ,377952,437928,-2.33652,53.837139,10150672.7641034,18005.7328248956
3013,E05005310,St Mary's, ,374440,442930,-2.3903,53.881939,3276191.73728601,9107.44416337937
3014,E05005311,Salthill, ,375451,442063,-2.37486,53.874191,2981977.26808277,7784.63477093695
3015,E05005312,Waddington and West Bradford, ,374606,447611,-2.38817,53.924011,43372917.8221598,46224.6088655065
3016,E05005313,Whalley, ,372566,437265,-2.4183,53.830921,16076412.959403,28297.2268209271
3017,E05005314,Wilpshire, ,369397,432808,-2.466,53.790691,3830875.60831056,8466.37690334533
3018,E05005315,Wiswell and Pendleton, ,375963,440163,-2.36692,53.85714,24390443.2089741,24114.3862387747
3019,E05005316,Cribden, ,381050,424075,-2.28859,53.712761,3393777.51614557,7454.56698553821
3020,E05005317,Eden, ,381511,417257,-2.28119,53.651489,20197021.3239845,26965.8067807523
3021,E05005318,Facit and Shawforth, ,388413,420299,-2.17689,53.679031,10848571.8976809,16977.6082877442
3022,E05005319,Goodshaw, ,381123,426505,-2.28763,53.7346,8475015.42152272,12234.5126642729
3023,E05005320,Greenfield, ,379005,421960,-2.31942,53.693668,2449609.34216039,8684.14510651867
3024,E05005321,Greensclough, ,387297,424048,-2.19394,53.7127,10895719.4749297,15984.2963326421
3025,E05005322,Hareholme, ,382412,422537,-2.26786,53.698978,4776129.37726006,10705.8265617445
3026,E05005323,Healey and Whitworth, ,387932,417672,-2.18406,53.655411,6870864.38875103,13862.9490641494
3027,E05005324,Helmshore, ,376010,420911,-2.3647,53.684109,18793164.408429,20506.6153360401
3028,E05005325,Irwell, ,388089,422389,-2.18187,53.697811,4495479.29007375,10574.0149973916
3029,E05005326,Longholme, ,380453,421984,-2.2975,53.693939,5006208.84337163,10164.4060023106
3030,E05005327,Stacksteads, ,385453,421460,-2.22175,53.689388,8229632.19023854,14358.54848026
3031,E05005328,Whitewell, ,384072,424998,-2.24285,53.721149,18122971.3933859,26651.6612615451
3032,E05005329,Worsley, ,376755,424010,-2.35365,53.712002,14596591.5316288,21485.7721104186
3033,E05005357,Ashurst, ,348925,407748,-2.77259,53.563862,2594863.57415093,6840.59622338421
3034,E05005358,Aughton and Downholland, ,334843,406334,-2.98488,53.549591,39282446.3961307,37684.8638509348
3035,E05005359,Aughton Park, ,339056,407309,-2.92149,53.558861,7393361.73770902,15297.5796868571
3036,E05005360,Birch Green, ,348927,406657,-2.77239,53.55405,1294728.76065102,4715.33739787225
3037,E05005361,Burscough East, ,345081,411842,-2.83135,53.600262,3548873.98023012,11481.9865263797
3038,E05005362,Burscough West, ,342856,412293,-2.86505,53.60408,8386913.05889633,16132.4131083961
3039,E05005363,Derby, ,342858,408169,-2.86426,53.56702,7648710.39015059,13269.9850742432
3040,E05005364,Digmoor, ,349289,405291,-2.7667,53.541809,1095925.03729967,4506.58666863443
3041,E05005365,Halsall, ,335097,411140,-2.98204,53.592812,27821013.8203427,24877.4474986043
3042,E05005366,Hesketh-with-Becconsall, ,342999,424255,-2.86508,53.711601,18532960.0670386,21261.5489769037
3043,E05005367,Knowsley, ,340679,408429,-2.8972,53.569111,2833157.5733357,6963.43464451189
3044,E05005368,Moorside, ,350131,404895,-2.75393,53.53833,786786.5991729,3628.69055590842
3045,E05005369,North Meols, ,339234,421130,-2.92151,53.68309,30319153.8470528,42770.6332303072
3046,E05005370,Parbold, ,349672,410819,-2.76181,53.59153,18288235.2639198,24640.7745859612
3047,E05005371,Rufford, ,344424,416288,-2.84207,53.640148,12705512.0919215,14854.8075512226
3048,E05005372,Scarisbrick, ,339729,413154,-2.91246,53.611469,39973096.3890677,29983.9988839116
3049,E05005373,Scott, ,341802,409646,-2.88048,53.58017,3990115.82913065,8004.20948009433
3050,E05005374,Skelmersdale North, ,347639,407167,-2.79191,53.55851,3191092.66111627,10148.8931037149
3051,E05005375,Skelmersdale South, ,347502,405472,-2.79369,53.543259,3290001.90571066,8748.70371257704
3052,E05005376,Tanhouse, ,350106,406278,-2.75453,53.550758,2222871.46472024,7058.56078652534
3053,E05005377,Tarleton, ,343135,419535,-2.86216,53.669189,22401118.3584056,21644.3955651022
3054,E05005378,Up Holland, ,350423,404044,-2.74939,53.530708,10134191.2158548,15917.9882443496
3055,E05005379,Wrightington, ,352371,409830,-2.72089,53.582901,18459482.0293435,26366.1338385316
3056,E05005380,Bickerstaffe, ,344574,403311,-2.83749,53.52354,40365042.3810597,36537.6676854413
3057,E05005381,Newburgh, ,346390,410809,-2.81139,53.591122,19881594.6830324,24720.3767267763
3058,E05005408,Blaby South, ,457332,296588,-1.15563,52.564121,2375137.46609282,7573.37601923263
3059,E05005409,Cosby with South Whetstone, ,455359,294746,-1.18504,52.547771,15035627.2654113,19001.356836576
3060,E05005410,Countesthorpe, ,460043,295456,-1.11585,52.553661,14579666.3205959,20198.739792942
3061,E05005411,Croft Hill, ,446908,295805,-1.30951,52.558079,11847468.8268984,24821.7815980923
3062,E05005412,Ellis, ,453372,306049,-1.21253,52.64957,3300218.08785748,9492.04651022488
3063,E05005413,Enderby and St John's, ,453927,300333,-1.20525,52.598141,12266625.3034879,16612.4635246343
3064,E05005414,Fairestone, ,454671,305834,-1.19336,52.647511,1773569.68590828,5704.58024186852
3065,E05005416,Millfield, ,455466,301019,-1.18242,52.604149,804954.942681125,3610.84733316503
3066,E05005417,Muxloe, ,451864,303710,-1.23518,52.628689,7212673.32511332,15545.6708552765
3067,E05005418,Narborough and Littlethorpe, ,453741,297153,-1.20851,52.569569,3126278.21172031,9561.32397947172
3068,E05005419,Normanton, ,450188,299629,-1.26055,52.592159,16670825.3327369,20526.0575058749
3069,E05005420,North Whetstone, ,455584,297657,-1.18124,52.57391,2338137.47639236,8405.13661863816
3070,E05005421,Pastures, ,453075,298703,-1.21809,52.583569,2814292.44281652,8554.22199391189
3071,E05005422,Ravenhurst and Fosse, ,455832,301826,-1.17688,52.611359,1660202.6820568,6547.16246691423
3072,E05005423,Saxondale, ,457386,298211,-1.15456,52.578709,5175415.21168739,13391.2853444431
3073,E05005424,Stanton and Flamville, ,448194,292736,-1.29099,52.53038,24370583.5668004,23679.8922433549
3074,E05005426,Anstey, ,454693,308480,-1.1926,52.671291,4799124.46937845,9685.3417298783
3075,E05005427,Barrow and Sileby West, ,458589,317270,-1.13343,52.749901,11061495.3324205,17676.3785605883
3076,E05005428,Birstall Wanlip, ,459246,311086,-1.12481,52.694241,5233966.75608325,11570.7421214106
3077,E05005429,Birstall Watermead, ,459941,309642,-1.11479,52.681179,2115460.23039587,7339.79576545131
3078,E05005430,East Goscote, ,463795,313629,-1.05702,52.716579,1746299.44979524,5945.44712324663
3079,E05005431,Forest Bradgate, ,451872,312244,-1.23372,52.705399,36536424.8043832,29844.7351429149
3080,E05005432,Loughborough Ashby, ,451774,319215,-1.23408,52.76807,1113387.22979717,5571.23592823424
3081,E05005433,Loughborough Dishley and Hathern, ,450374,322090,-1.25438,52.794048,8607528.86950014,12449.0817137147
3082,E05005434,Loughborough Garendon, ,450605,319621,-1.25134,52.771832,3716384.3483732,9489.4889596396
3083,E05005435,Loughborough Hastings, ,454948,319459,-1.187,52.769951,3732833.09817345,7789.85344520113
3084,E05005436,Loughborough Lemyngton, ,453468,320943,-1.20869,52.78344,4910548.26544057,9602.83951730702
3085,E05005437,Loughborough Nanpantan, ,450471,317984,-1.25357,52.75713,4160156.98142817,10061.1069896724
3086,E05005438,Loughborough Outwoods, ,451653,317128,-1.2362,52.749321,5428886.82775022,10635.1498371767
3087,E05005439,Loughborough Shelthorpe, ,453455,317467,-1.20945,52.752201,2933447.6351696,9133.84972395451
3088,E05005440,Loughborough Southfields, ,453365,319083,-1.21052,52.766731,1751563.5959637,5297.30274620336
3089,E05005441,Loughborough Storer, ,452505,320146,-1.22309,52.776371,917557.769656225,4072.37705779066
3090,E05005442,Mountsorrel, ,457927,314397,-1.14374,52.72414,1838529.87616093,6416.76500684685
3091,E05005443,Queniborough, ,466501,309978,-1.0177,52.683441,32966802.5243867,31663.1429878654
3092,E05005444,Quorn and Mountsorrel Castle, ,456419,316568,-1.16569,52.74382,11096218.9510895,18224.1029353154
3093,E05005445,Rothley and Thurcaston, ,456785,312420,-1.16099,52.70649,17688755.008657,22327.784002526
3094,E05005446,Shepshed East, ,448605,318222,-1.28119,52.759441,8531951.68804126,14145.5196721825
3095,E05005447,Shepshed West, ,446838,318983,-1.30726,52.766441,9376634.20751321,13393.8890511073
3096,E05005448,Sileby, ,460998,316143,-1.09795,52.739498,8084513.21786174,13646.6222796743
3097,E05005449,Syston East, ,463183,311231,-1.06654,52.695099,1786829.43265002,5338.81124974497
3098,E05005450,Syston West, ,461445,311538,-1.09219,52.698059,5345621.88336094,11080.4977054055
3099,E05005451,The Wolds, ,459584,322134,-1.11781,52.79351,44377847.5301576,30831.9422016727
3100,E05005452,Thurmaston, ,461404,309442,-1.09319,52.679218,4482841.75845108,9944.39991651175
3101,E05005453,Wreake Villages, ,463438,317198,-1.06161,52.748699,34587837.4324224,37126.6033620135
3102,E05005454,Billesdon, ,473088,299754,-0.92254,52.590698,62323346.9301285,46664.9981560367
3103,E05005455,Bosworth, ,463792,285303,-1.06251,52.461971,40024730.2081964,34748.6761631532
3104,E05005456,Broughton Astley-Astley, ,452838,291860,-1.22267,52.522079,651580.70694246,3257.30764831426
3105,E05005457,Broughton Astley-Broughton, ,453428,292475,-1.21388,52.52755,2227300.69561108,6961.33344993102
3106,E05005458,Broughton Astley-Primethorpe, ,451416,292763,-1.24349,52.530331,3348978.48925406,7110.13071187989
3107,E05005459,Broughton Astley-Sutton, ,452373,294201,-1.22916,52.543171,3542654.09637235,7875.03055825516
3108,E05005460,Dunton, ,453748,289783,-1.2096,52.503319,29421280.969603,27730.0901929639
3109,E05005461,Fleckney, ,464398,293243,-1.05206,52.533272,5197152.47293385,8629.82431804281
3110,E05005462,Glen, ,466537,298094,-1.01956,52.576618,35174601.0105948,33031.1446389683
3111,E05005463,Kibworth, ,469604,294521,-0.97505,52.544121,40674623.1021393,37883.4610509126
3112,E05005464,Lubenham, ,468765,289247,-0.98851,52.496819,40683853.7443956,32484.2401111396
3113,E05005465,Lutterworth Brookfield, ,453303,284799,-1.21695,52.458561,730178.443333705,4284.25598335166
3114,E05005466,Lutterworth Orchard, ,452550,283489,-1.22823,52.446861,5406289.33141554,11389.7506139118
3115,E05005467,Lutterworth Springs, ,454729,284220,-1.19606,52.453209,2235824.94823806,8493.54240784226
3116,E05005468,Lutterworth Swift, ,454633,286160,-1.19715,52.470661,2949188.49312077,7254.53075682137
3117,E05005469,Market Harborough-Great Bowden and Arden, ,474123,289345,-0.90958,52.497002,11893281.6531392,15041.26011895
3118,E05005470,Market Harborough-Little Bowden, ,474846,286646,-0.89954,52.472641,4022969.83385867,9046.42162040958
3119,E05005471,Market Harborough-Logan, ,472550,287536,-0.93314,52.480949,1581075.33953594,6442.49681530597
3120,E05005472,Market Harborough-Welland, ,472897,286319,-0.9283,52.469959,2335093.18141167,6244.11711668847
3121,E05005473,Misterton, ,456043,283218,-1.17689,52.444069,50885964.7741385,38122.8160748506
3122,E05005474,Nevill, ,481823,296054,-0.79454,52.556198,59150852.9297563,37207.303041018
3123,E05005475,Peatling, ,459993,289476,-1.11766,52.499908,43916343.2341223,33998.5200611168
3124,E05005476,Thurnby and Houghton, ,465914,303863,-1.0276,52.628551,23227172.3644662,28192.2779807492
3125,E05005477,Tilton, ,473749,305272,-0.91155,52.640202,97934359.6381402,56929.9821920126
3126,E05005478,Ullesthorpe, ,451054,286755,-1.24975,52.47636,23384055.4589507,24626.4176421179
3127,E05005479,Ambien, ,438540,297535,-1.43273,52.574291,48701725.4774328,38434.3881124459
3128,E05005480,"Barlestone, Nailstone and Osbaston", ,442275,306116,-1.37653,52.65115,17263142.5902035,18560.7417872935
3129,E05005481,Barwell, ,443571,297416,-1.35852,52.572842,8507992.50645865,15465.4334789081
3130,E05005482,Burbage St Catherines and Lash Hill, ,444397,293535,-1.34685,52.537891,3492765.8213945,9233.92001432174
3131,E05005483,Burbage Sketchley and Stretton, ,444375,291294,-1.34747,52.517738,9147704.06228762,15541.6503189548
3132,E05005484,"Cadeby, Carlton and Market Bosworth with Shackerstone", ,439148,305223,-1.42285,52.643349,37508288.5817626,37239.9281775201
3133,E05005485,Earl Shilton, ,446967,297857,-1.30835,52.576519,8305300.06537578,14165.8833811666
3134,E05005486,Groby, ,452241,308045,-1.22893,52.667622,8317978.86577288,17424.4257205342
3135,E05005487,Hinckley Castle, ,442591,293833,-1.37343,52.54071,1581527.45783731,5688.82396444336
3136,E05005488,Hinckley Clarendon, ,440811,293636,-1.3997,52.53907,4093321.61832887,8926.84661880685
3137,E05005489,Hinckley De Montfort, ,443612,295266,-1.35819,52.553509,5185561.22311382,11299.8769841175
3138,E05005490,Hinckley Trinity, ,440938,295417,-1.39761,52.555069,4369795.53972853,10625.1088259884
3139,E05005491,"Markfield, Stanton and Fieldhead", ,446656,310576,-1.31115,52.69088,15354779.868701,23361.0988230092
3140,E05005492,Newbold Verdon with Desford and Peckleton, ,446479,302048,-1.31496,52.614239,44106476.7884555,39872.006851652
3141,E05005493,"Ratby, Bagworth and Thornton", ,446671,307240,-1.3114,52.660889,26173961.999499,31036.2591971337
