objectid,wd18cd,wd18nm,wd18nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
4012,E05007378,Frimley, ,487932,158193,-0.73965,51.316059,2061822.13806438,6555.36067682922
4013,E05007379,Frimley Green, ,488594,156968,-0.73046,51.304939,2364902.7315569,6628.71856498681
4014,E05007380,Heatherside, ,490375,159682,-0.70423,51.32906,1397748.3850017,6283.45249220253
4015,E05007381,Lightwater, ,492291,161909,-0.67616,51.34877,3679558.34941311,9342.2815470131
4016,E05007382,Mytchett and Deepcut, ,489760,156773,-0.71379,51.303009,10242931.2036629,15643.9375378813
4017,E05007383,Old Dean, ,488501,162412,-0.73044,51.353901,3147492.63962083,7410.30390948044
4018,E05007384,Parkside, ,489224,159667,-0.72075,51.329109,2983067.5498204,8549.44225802498
4019,E05007385,St Michaels, ,486487,160094,-0.75992,51.33337,1932049.67665679,5425.61630989134
4020,E05007386,St Pauls, ,489114,160863,-0.72203,51.339882,2454456.14716543,6886.13137129073
4021,E05007387,Town, ,487572,161073,-0.74411,51.341999,2806363.76341077,9248.39766198918
4022,E05007388,Watchetts, ,487082,159187,-0.7516,51.325119,2072412.74126638,6148.96369107965
4023,E05007389,West End, ,493208,160659,-0.66332,51.337391,14550262.998165,19423.0166566569
4024,E05007390,Windlesham, ,493536,164425,-0.65763,51.371189,9584144.24420806,14410.0409692086
4025,E05007391,Chaldon, ,531777,155027,-0.112,51.279148,4850826.3652715,8755.17746412606
4026,E05007392,Dormansland and Felcourt, ,540631,142809,0.010074,51.16724,30823813.2572992,24722.8287304049
4027,E05007393,Felbridge, ,536106,141027,-0.05527,51.152321,8445009.14938528,14165.6021668386
4028,E05007394,Godstone, ,535924,148837,-0.05492,51.222549,17484801.3130819,23944.1031256123
4029,E05007395,Harestone, ,534261,154310,-0.07667,51.272121,4645227.48888779,8529.14077488098
4030,E05007396,Limpsfield, ,541105,150787,0.019982,51.238811,18409548.4227421,25585.182042121
4031,E05007397,Lingfield and Crowhurst, ,539489,147094,-0.00458,51.20602,14976367.343307,20385.5350368962
4032,E05007398,Oxted North and Tandridge, ,538076,150977,-0.0233,51.241261,18271221.2210551,28047.5235655587
4033,E05007399,Oxted South, ,539520,150175,-0.00294,51.2337,8494375.12592315,11683.2273042172
4034,E05007400,Portley, ,533177,156944,-0.09122,51.296051,1251137.18535383,5134.81640871212
4035,E05007401,Queens Park, ,533310,155620,-0.08981,51.284119,1507422.69034397,4861.63757109099
4036,E05007402,Tatsfield and Titsey, ,540788,155870,0.017444,51.284569,13139274.9472794,17560.8269099027
4037,E05007403,Valley, ,534335,156264,-0.07488,51.289669,1186200.73102486,4715.896266814
4038,E05007404,Warlingham East and Chelsham and Farleigh, ,537692,159025,-0.0257,51.313679,18535929.8963659,19665.5528139494
4039,E05007405,Warlingham West, ,534778,158475,-0.06769,51.309429,2660028.61716062,8452.31736707692
4040,E05007406,Westway, ,532236,156429,-0.1049,51.291641,766419.250207505,4631.10163578222
4041,E05007407,Whyteleafe, ,534331,157398,-0.07451,51.299858,2172959.83613118,9072.87364060088
4042,E05007408,Woldingham, ,536347,155547,-0.04632,51.282749,10780038.8131916,14446.1918827694
4043,E05007409,Bletchingley and Nutfield, ,531966,151101,-0.11074,51.24382,33112398.4067458,30734.6782454808
4044,E05007410,"Burstow, Horne and Outwood", ,533580,143710,-0.09037,51.177021,37175357.3933279,32940.8427392988
4045,E05007411,"Alfold, Cranleigh Rural and Ellens Green", ,508704,136300,-0.44833,51.115681,31186569.8672373,38263.1474292544
4046,E05007412,Blackheath and Wonersh, ,502936,145579,-0.52805,51.20015,6723395.01964459,10147.9905545967
4047,E05007413,"Bramley, Busbridge and Hascombe", ,499498,141011,-0.57851,51.159698,33979142.3932369,31426.5092218448
4048,E05007414,Chiddingfold and Dunsfold, ,497046,134774,-0.61524,51.10405,44199940.0373299,34140.8576925206
4049,E05007415,Cranleigh East, ,507224,139135,-0.46862,51.141441,5290986.785069,8900.72064464606
4050,E05007416,Cranleigh West, ,505868,137997,-0.48833,51.13147,12278549.7570544,19060.4811060671
4051,E05007417,Elstead and Thursley, ,491132,139544,-0.69848,51.1479,47646933.9325683,37703.4754046407
4052,E05007418,Ewhurst, ,509295,140661,-0.43857,51.15477,16735278.140146,18069.3368815772
4053,E05007419,Farnham Bourne, ,485020,144539,-0.78466,51.193748,5948750.18432224,12218.386768804
4054,E05007420,Farnham Castle, ,482505,146581,-0.82018,51.212479,8179226.02544721,13001.3966531231
4055,E05007421,Farnham Firgrove, ,484182,145824,-0.79635,51.205429,1515545.05250433,6216.23871499348
4056,E05007422,Farnham Hale and Heath End, ,484596,149241,-0.78962,51.23608,1194308.43461608,5664.13089880596
4057,E05007423,Farnham Moor Park, ,486375,146943,-0.7647,51.21516,6054873.92624224,14678.0162829365
4058,E05007424,Farnham Shortheath and Boundstone, ,483226,144726,-0.81029,51.19569,1410023.10820624,5963.82275762289
4059,E05007425,Farnham Upper Hale, ,483399,149174,-0.80678,51.235661,3736712.6791938,9159.880146502
4060,E05007426,Farnham Weybourne and Badshot Lea, ,486232,148706,-0.76632,51.23103,3802542.20503112,8486.24423207159
4061,E05007427,Farnham Wrecclesham and Rowledge, ,482719,144970,-0.81749,51.19796,4762261.55691496,11797.0219075092
4062,E05007428,"Frensham, Dockenfield and Tilford", ,485472,140584,-0.77914,51.158131,33674632.3717376,30702.3758734635
4063,E05007429,Godalming Binscombe, ,497304,145727,-0.6086,51.202469,1221900.58245147,4595.24969732911
4064,E05007430,Godalming Central and Ockford, ,495830,143340,-0.63033,51.181259,2372716.90339183,9752.96567947451
4065,E05007431,Godalming Charterhouse, ,496346,145003,-0.6225,51.196121,2291593.1467635,6404.30071688536
4066,E05007432,Godalming Farncombe and Catteshall, ,498079,144818,-0.59776,51.194172,1734120.18363546,6220.90824472015
4067,E05007433,Godalming Holloway, ,497008,142959,-0.61358,51.177639,2070990.51069674,6684.99239598514
4068,E05007434,Haslemere Critchmere and Shottermill, ,488266,133848,-0.74084,51.097149,6447830.41821203,14277.2219587583
4069,E05007435,Haslemere East and Grayswood, ,490982,133172,-0.70223,51.090649,9866329.95416109,15210.3173519417
4070,E05007436,Hindhead, ,487320,136689,-0.75366,51.122829,7063638.28859527,12077.4388223188
4071,E05007437,Milford, ,494030,142229,-0.65636,51.17157,8629541.00382904,13600.3972485743
4072,E05007438,Shamley Green and Cranleigh North, ,505084,142492,-0.49822,51.17202,16672038.4629127,23216.6196681471
4073,E05007439,Witley and Hambledon, ,496242,139222,-0.62554,51.144169,18634610.754085,22702.0801202306
4074,E05007457,Arley and Whitacre, ,427117,291772,-1.60175,52.52317,26879152.4568039,26609.2268920585
4075,E05007458,Atherstone Central, ,430793,297313,-1.54706,52.572788,1151601.75656056,5396.19331038745
4076,E05007459,Atherstone North, ,431029,298386,-1.54348,52.58242,2494289.96567301,6917.37952294374
4077,E05007460,Atherstone South and Mancetter, ,431563,295897,-1.53583,52.560009,8469299.1390389,13759.4168294202
4078,E05007461,Baddesley and Grendon, ,427893,297006,-1.58988,52.570179,29247840.2953496,28420.7092291224
4079,E05007462,Coleshill North, ,419309,289852,-1.71694,52.506241,6309763.290888,11369.8131884355
4080,E05007463,Coleshill South, ,420253,287521,-1.70317,52.485249,8334783.02739934,14950.9730751228
4081,E05007464,Curdworth, ,419822,295121,-1.70907,52.553589,46816640.2803469,35540.446790861
4082,E05007465,Dordon, ,425822,299919,-1.62021,52.59647,8604990.36509888,15021.4175354558
4083,E05007466,Fillongley, ,427667,286833,-1.59406,52.478741,70328671.0450418,50950.2372062121
4084,E05007467,Hartshill, ,434005,294825,-1.49992,52.550228,9352999.24654173,14260.6033884955
4085,E05007468,Hurley and Wood End, ,424084,296332,-1.64612,52.564301,20425057.9704805,21897.9448325641
4086,E05007469,Kingsbury, ,421105,297902,-1.68997,52.578541,3371922.31435185,9487.01931691278
4087,E05007470,Newton Regis and Warton, ,427582,306297,-1.5937,52.653721,31313916.457927,28784.385949253
4088,E05007471,Polesworth East, ,426828,302406,-1.60515,52.618778,5417687.64340776,12205.0306172202
4089,E05007472,Polesworth West, ,425383,302411,-1.6265,52.618889,2995540.06029102,7587.98535031947
4090,E05007473,Water Orton, ,417807,290909,-1.73901,52.515789,2670868.09341935,7154.38226514307
4091,E05007474,Abbey, ,435704,292159,-1.47516,52.52615,1806887.65366069,5987.26517452752
4092,E05007475,Arbury, ,433596,289663,-1.50648,52.503849,12108837.224913,15243.7393955483
4093,E05007476,Attleborough, ,437549,289897,-1.44822,52.505699,2064985.62997821,8461.73181844192
4094,E05007477,Bar Pool, ,434628,291746,-1.49106,52.522511,1760470.51692852,7516.84057590963
4095,E05007478,Bede, ,435836,286913,-1.47377,52.478989,1581388.73902139,6740.99568274751
4096,E05007479,Bulkington, ,438858,286911,-1.42928,52.47876,13956565.7238842,19190.6025688246
4097,E05007480,Camp Hill, ,434131,293014,-1.49825,52.533939,3025130.88111452,7292.44302817893
4098,E05007481,Exhall, ,433359,285093,-1.51042,52.46278,5443534.54260113,12832.2608680305
4099,E05007482,Galley Common, ,431791,292319,-1.53281,52.527828,4466068.59735143,9309.53124626114
4100,E05007483,Heath, ,433149,286063,-1.51342,52.471512,3388709.00188186,9269.9285169425
4101,E05007484,Kingswood, ,432462,291397,-1.52301,52.519508,1910999.5600799,8175.94240320552
4102,E05007485,Poplar, ,436167,285895,-1.46901,52.46981,2937093.98653981,8107.35354466263
4103,E05007486,St Nicolas, ,438153,292400,-1.43903,52.528149,4348853.53660042,11005.6019746615
4104,E05007487,Slough, ,434307,287759,-1.4962,52.486691,4443606.2221419,11087.9538910928
4105,E05007488,Weddington, ,436852,293679,-1.45807,52.539742,6018752.03499141,11783.9501156156
4106,E05007489,Wem Brook, ,436514,289766,-1.46348,52.504589,3751123.11638865,8668.09993414001
4107,E05007490,Whitestone, ,439097,290249,-1.42537,52.508751,5189218.68546805,10674.210683416
4108,E05007562,Buckingham, ,521518,107213,-0.27506,50.851669,5346490.61229601,11275.2767853372
4109,E05007563,Churchill, ,517734,104116,-0.32978,50.824612,1194228.59759622,4367.88720705495
4110,E05007564,Cokeham, ,517221,106037,-0.33645,50.84198,2650076.73860643,7972.76366112631
4111,E05007565,Eastbrook, ,524944,105321,-0.22706,50.833931,1384394.53116322,4892.35440473238
4112,E05007566,Hillside, ,523316,107530,-0.24942,50.854141,5892807.58382383,12434.250664181
4113,E05007567,Manor, ,518640,107056,-0.31597,50.850849,8298983.26104736,13503.6012125261
4114,E05007568,Marine, ,522347,104703,-0.26412,50.82893,1301555.40884281,7782.52563003911
4115,E05007569,Mash Barn, ,519554,105372,-0.30355,50.835529,2866268.44087595,7446.34418660133
4116,E05007570,Peverel, ,516079,106487,-0.35252,50.84626,7711859.36247624,14863.4724819597
4117,E05007571,St Mary's, ,522198,105446,-0.26599,50.83564,1243006.27112074,5726.76297221911
4118,E05007572,St Nicolas, ,521351,105762,-0.27791,50.838661,839058.02764724,3594.41355080152
4119,E05007573,Southlands, ,523035,105691,-0.25403,50.837669,659554.405307375,3541.24399815386
4120,E05007574,Southwick Green, ,523762,105219,-0.24387,50.833271,1357556.0745633,6597.44750486323
4121,E05007575,Widewater, ,519348,104357,-0.3068,50.82645,2034380.4270724,6941.78058616447
4122,E05007602,Bosham, ,481362,104163,-0.84604,50.83128,17280383.7842667,31040.6786589685
4123,E05007603,Boxgrove, ,488624,112140,-0.74102,50.901932,82880786.2874714,49327.5298948427
4124,E05007604,Bury, ,495849,116694,-0.63711,50.941719,58972765.2314305,43940.2662751211
4125,E05007605,Chichester East, ,487096,105369,-0.76436,50.84129,1638614.43597736,6001.59924962123
4126,E05007606,Chichester North, ,486239,106052,-0.77636,50.847561,3483555.3147153,8941.82340122513
4127,E05007607,Chichester South, ,486039,104449,-0.77958,50.833179,2676593.59648785,7495.18408428325
4128,E05007608,Chichester West, ,484910,105609,-0.79534,50.843769,3026715.42526034,6770.55738201892
4129,E05007609,Donnington, ,484653,101904,-0.79984,50.810501,8213078.85078001,14566.8954415296
4130,E05007610,Easebourne, ,490624,123249,-0.70982,51.001492,30342549.2843701,34701.248426925
4131,E05007611,East Wittering, ,481448,96632,-0.84649,50.763561,10131051.6252985,16015.6311961637
4132,E05007612,Fernhurst, ,488112,129107,-0.74419,51.05455,32255039.2361625,24916.4198319866
4133,E05007613,Fishbourne, ,483249,104822,-0.8191,50.836941,3325519.72438711,10006.5003842201
4134,E05007614,Funtington, ,478766,112112,-0.88119,50.903111,73455457.5281826,43362.9483668194
4135,E05007615,Harting, ,480194,119898,-0.85917,50.972912,55999402.912182,45913.5182206179
4136,E05007616,Lavant, ,486540,108287,-0.77156,50.867611,24705587.8838605,27112.2562342808
4137,E05007617,Midhurst, ,487997,121585,-0.74766,50.986938,3151241.10866252,8320.64984235173
4138,E05007618,North Mundham, ,489615,103922,-0.72894,50.8279,24523178.8206323,29742.0439819783
4139,E05007619,Petworth, ,498291,124132,-0.60035,51.008171,68573420.9891979,45788.796791672
4140,E05007620,Plaistow, ,495944,129443,-0.63239,51.05632,73916420.7781635,53308.246255166
4141,E05007621,Rogate, ,482129,126268,-0.83018,51.029911,46593472.2605263,35631.9174800461
4142,E05007622,Selsey North, ,485849,94876,-0.78451,50.747139,8488961.62126327,15192.7243618144
4143,E05007623,Selsey South, ,485357,92777,-0.79197,50.72834,1104654.04431912,4696.85125753628
4144,E05007624,Sidlesham, ,485068,97747,-0.79492,50.77306,21574554.4155601,29210.9943169435
4145,E05007625,Southbourne, ,477057,105412,-0.9069,50.843102,13314664.1177714,25686.5094938269
4146,E05007626,Stedham, ,487637,118047,-0.75363,50.955189,48083747.5378614,45948.7440017144
4147,E05007627,Tangmere, ,490860,105892,-0.71078,50.845409,4474383.67719783,10350.4641683964
4148,E05007628,West Wittering, ,480382,99217,-0.86104,50.786949,18712873.7142349,25043.2493386661
4149,E05007629,Westbourne, ,477049,108014,-0.90647,50.866489,7550108.13662415,13069.792197251
4150,E05007630,Wisborough Green, ,503111,124666,-0.53152,51.012131,38103714.1525818,34556.5863313638
4151,E05007631,Bewbush, ,524544,135452,-0.22243,51.104839,1461843.34588476,5499.50536449358
4152,E05007632,Broadfield North, ,525442,134823,-0.20982,51.098991,1272700.62301991,5219.30957133267
4153,E05007633,Broadfield South, ,525960,134017,-0.20271,51.091629,1488128.33299856,5039.78138811183
4154,E05007634,Furnace Green, ,528093,135304,-0.17181,51.10273,2528858.17909687,8070.16245905778
4155,E05007635,Gossops Green, ,525148,136053,-0.21359,51.110111,1074174.29666754,4115.64918345761
4156,E05007636,Ifield, ,524829,137344,-0.2177,51.12178,2305752.73010961,8395.39565700355
4157,E05007637,Langley Green, ,525161,139935,-0.21206,51.145,11604376.4575463,21331.7241634089
4158,E05007638,Maidenbower, ,529413,135535,-0.15289,51.104511,1783865.43349875,6284.0708074843
4159,E05007639,Northgate, ,527745,138625,-0.17561,51.132648,4426417.30952857,10394.1614046228
4160,E05007640,Pound Hill North, ,529677,139670,-0.14763,51.141609,6874818.58122656,11899.6432551858
4161,E05007641,Pound Hill South and Worth, ,529699,136640,-0.14841,51.114368,1929413.18123423,6879.41202156102
4162,E05007642,Southgate, ,526546,135845,-0.19371,51.107929,1666063.67301864,5365.97741603938
4163,E05007643,Three Bridges, ,528052,137014,-0.17179,51.118111,2426840.51621595,8093.10815633869
4164,E05007644,Tilgate, ,527200,134572,-0.18482,51.096352,2884324.11799373,6790.07573024856
4165,E05007645,West Green, ,526205,137055,-0.19815,51.118881,1161578.05882939,4570.98202325617
4166,E05007647,"Bramber, Upper Beeding and Woodmancote", ,521984,111213,-0.26711,50.88752,36629590.6457701,40847.8945798574
4167,E05007648,Broadbridge Heath, ,514740,130541,-0.36396,51.06274,2396703.3650329,6511.99125007969
4168,E05007649,Chanctonbury, ,510055,117516,-0.43473,50.946579,51134938.8222774,53179.6728870249
4169,E05007650,Chantry, ,508383,113985,-0.45957,50.91515,61534862.3669278,56828.2199485773
4170,E05007651,"Cowfold, Shermanbury and West Grinstead", ,520073,121012,-0.29104,50.976002,52903445.0983155,39748.2364726732
4171,E05007652,Denne, ,516311,130452,-0.34158,51.06163,2129231.65836575,6659.72296055614
4172,E05007653,Forest, ,519461,130424,-0.29666,51.06073,3990058.00640965,10806.4705186844
4173,E05007654,Henfield, ,521128,116120,-0.27765,50.931808,14907952.7192735,17677.6276794328
4174,E05007655,Holbrook East, ,518701,133000,-0.30665,51.084042,1554107.68809747,6603.41080841915
4175,E05007656,Holbrook West, ,518392,134698,-0.3105,51.099361,7539087.20529724,14755.4896349113
4176,E05007657,Horsham Park, ,518062,130946,-0.31644,51.065708,2052966.47420208,6426.74397672499
4177,E05007658,"Itchingfield, Slinfold and Warnham", ,513485,131333,-0.38161,51.07011,47669002.4329834,39643.8571618936
4178,E05007659,Nuthurst, ,520730,127842,-0.27942,51.037258,35671236.034726,34627.7377319364
4179,E05007660,Pulborough and Coldwatham, ,505692,120715,-0.49589,50.976151,29374028.2085624,33497.902903155
4180,E05007661,Roffey North, ,519203,132481,-0.29966,51.079269,1388235.13546495,5732.00919825189
4181,E05007662,Roffey South, ,520116,132068,-0.28677,51.075371,1955107.87494865,7822.84507714063
4182,E05007663,Rudgwick, ,507717,132657,-0.46351,51.083118,24623074.0302485,30294.0492864036
4183,E05007664,Rusper and Colgate, ,521522,134022,-0.26605,51.092628,48446206.3974907,39973.0251028307
4184,E05007666,Steyning, ,517593,114016,-0.3286,50.913631,25950558.0492962,25990.4923675712
4185,E05007667,Trafalgar, ,516501,131548,-0.33851,51.071442,1669142.37544645,5057.09653528119
4186,E05007668,Ardingly and Balcombe, ,531602,130462,-0.12349,51.058418,52191433.4492284,45494.2961682297
4187,E05007669,Ashurst Wood, ,541470,137124,0.019835,51.11594,4497080.21452662,10607.5093336763
4188,E05007670,Bolney, ,525384,123527,-0.21456,50.997478,39587707.2785669,45799.8692836643
4189,E05007671,Burgess Hill Dunstall, ,530095,119929,-0.14875,50.964088,759674.32585884,4948.83543709607
4190,E05007672,Burgess Hill Franklands, ,532203,118335,-0.11933,50.949291,1969595.43764817,6990.63650221478
4191,E05007673,Burgess Hill Leylands, ,531402,120036,-0.13011,50.96476,1404926.02503545,5035.88958254056
4192,E05007674,Burgess Hill Meeds, ,531235,118594,-0.13301,50.951839,1776721.46388041,5808.98724890401
4193,E05007675,Burgess Hill St Andrews, ,532593,119509,-0.11335,50.959751,1790289.955681,6723.86542904142
4194,E05007676,Burgess Hill Victoria, ,530168,118893,-0.14808,50.954769,1570413.55097817,5003.81998618611
4195,E05007677,Copthorne and Worth, ,531590,137599,-0.12106,51.122559,11448934.8716817,15919.0162425318
4196,E05007678,Crawley Down and Turners Hill, ,534376,136341,-0.08174,51.110611,22497947.4398915,27151.4095305172
4197,E05007679,Cuckfield, ,529884,124125,-0.15025,51.00185,42956930.7450945,40671.2561399558
4198,E05007680,East Grinstead Ashplats, ,540763,138817,0.010401,51.131329,3245524.65187501,8289.89760539194
4199,E05007681,East Grinstead Baldwins, ,538528,139155,-0.02139,51.134911,1291915.30431042,5038.14513048136
4200,E05007682,East Grinstead Herontye, ,538393,135976,-0.02453,51.10638,12766199.4930625,18492.5230226864
4201,E05007683,East Grinstead Imberhorne, ,537192,138734,-0.04063,51.131451,3360916.10411366,9404.79855491311
4202,E05007684,East Grinstead Town, ,539303,138393,-0.01061,51.12788,1543946.01853885,6006.02714332002
4203,E05007685,Hassocks, ,530849,115231,-0.1397,50.9217,10543716.3067157,16798.6262024677
4204,E05007686,Haywards Heath Ashenground, ,533347,123130,-0.1013,50.992119,1042196.09674284,4573.42188051343
4205,E05007687,Haywards Heath Bentswood, ,533850,124029,-0.0938,51.00008,1033498.15504081,5202.4946862644
4206,E05007688,Haywards Heath Franklands, ,534328,123307,-0.08726,50.993481,2505073.12326799,7733.7953710275
4207,E05007689,Haywards Heath Heath, ,533142,124768,-0.10361,51.006889,1835043.6555531,6303.11823391642
4208,E05007690,Haywards Heath Lucastes, ,532139,124155,-0.11812,51.00161,3330160.52460176,9189.46086521071
4209,E05007691,High Weald, ,537015,127994,-0.04723,51.034969,54983384.7199585,48601.7203127353
4210,E05007692,Hurstpierpoint and Downs, ,527342,114826,-0.18971,50.918839,49403236.9098657,48601.3600701792
4211,E05007693,Lindfield, ,535002,125045,-0.07702,51.008949,4211889.45473663,11058.2525079622
4212,E05007694,Broadwater, ,515234,104336,-0.36519,50.827091,2078835.74473223,6551.74081078794
4213,E05007695,Castle, ,511690,103816,-0.41565,50.823109,2349641.52747225,7203.2936361014
4214,E05007696,Central, ,514755,102875,-0.37245,50.814049,1493003.48102151,5459.79027664124
4215,E05007697,Durrington, ,511831,105024,-0.41328,50.833939,1083714.22649754,5555.6472267083
4216,E05007698,Gaisford, ,514179,103974,-0.38028,50.824051,1673165.5424849,5139.14965880636
4217,E05007699,Goring, ,511214,102378,-0.42284,50.81028,3214966.20819093,7376.49598123198
4218,E05007700,Heene, ,513776,102684,-0.3864,50.812531,949040.18150488,4063.26487587891
4219,E05007701,Marine, ,512875,102595,-0.39921,50.811909,1539868.65783993,5028.19971787042
4220,E05007702,Northbrook, ,510715,104690,-0.42922,50.83115,3393693.04319234,8946.86986283293
4221,E05007703,Offington, ,513999,106403,-0.38208,50.845921,8040925.37274595,12427.2319349892
4222,E05007704,Salvington, ,512179,106167,-0.40799,50.844151,3633758.47409532,10166.2553401957
4223,E05007705,Selden, ,516477,103268,-0.34789,50.817242,1632474.65423278,5509.13767351051
4224,E05007706,Tarring, ,513054,103953,-0.39625,50.824081,1378037.60912439,4809.11748506363
4225,E05007846,Alfrick and Leigh, ,374813,253505,-2.36976,52.17923,46833288.1592364,40611.4641393373
4226,E05007847,Baldwin, ,380271,265665,-2.29065,52.288769,31648111.1747165,37860.247317102
4227,E05007848,Broadheath, ,378820,255374,-2.31128,52.196201,26915889.3616781,29510.5956644109
4228,E05007849,Chase, ,379551,245066,-2.29996,52.10355,4242310.28892003,8494.50223979437
4229,E05007850,Dyson Perrins, ,377459,248950,-2.33076,52.13839,4329889.69295048,8537.92795529504
4230,E05007851,Hallow, ,381715,259648,-2.26915,52.23473,16418018.7212399,21689.0044704802
4231,E05007852,Kempsey, ,386664,245183,-2.19611,52.10482,31172408.4499517,29918.7382206352
4232,E05007853,Lindridge, ,368169,270176,-2.4685,52.328751,42168659.2970472,43901.4615942681
4233,E05007854,Link, ,378797,248916,-2.31121,52.138142,4262737.62354898,11375.5135192287
4234,E05007855,Longdon, ,382412,234533,-2.25764,52.008949,61239655.0174782,43502.8466814216
4235,E05007856,Martley, ,376434,260160,-2.34652,52.239128,33749642.8953564,29163.8552003566
4236,E05007857,Morton, ,379117,238275,-2.30587,52.04248,28265022.2356539,24921.6786717832
4237,E05007858,Pickersleigh, ,379337,246638,-2.30318,52.11768,2645752.06001288,6747.45962761036
4238,E05007859,Powick, ,382222,248620,-2.26115,52.135601,34414351.4335097,28268.076548203
4239,E05007860,Priory, ,377604,245739,-2.32843,52.109531,2614963.05722725,8699.86065630378
4240,E05007861,Ripple, ,387358,239348,-2.18576,52.05238,18874256.7208109,21966.5709891709
4241,E05007862,Teme Valley, ,372551,263925,-2.40369,52.272789,54830368.0050704,47550.487019921
4242,E05007863,Tenbury, ,360652,265067,-2.5782,52.282341,55037175.4297881,42840.6199424843
4243,E05007864,Upton and Hanley, ,382567,241895,-2.25576,52.07515,31044806.74608,26315.3271980738
4244,E05007865,Wells, ,377758,242440,-2.32596,52.079868,10602372.2819257,18729.7945342262
4245,E05007866,West, ,376650,246155,-2.34239,52.113232,4564062.20318634,11460.410826393
4246,E05007867,Woodbury, ,375282,266150,-2.36383,52.292931,32667180.7870134,35708.2694111785
4247,E05007868,Abbey, ,404675,268446,-1.93283,52.31411,4264402.37970478,9120.77777855583
4248,E05007869,Astwood Bank and Feckenham, ,401699,262553,-1.97652,52.26115,24149166.3174005,23065.8604419737
4249,E05007870,Batchley & Brockhill, ,402606,267868,-1.96319,52.308929,2335128.24172343,8257.52544739617
4250,E05007871,Central, ,403669,266842,-1.94761,52.299702,2743636.10707837,7376.21612936913
4251,E05007872,Church Hill, ,406809,268624,-1.90152,52.315689,2236622.45049347,6266.87889338434
4252,E05007873,Crabbs Cross, ,402984,264794,-1.95767,52.281288,1531200.21456414,6799.35953374294
4253,E05007874,Greenlands, ,405662,265308,-1.91841,52.285889,3096996.39108081,7817.34628238534
4254,E05007875,Headless Cross and Oakenshaw, ,403812,265405,-1.94553,52.286781,2674295.9012815,8881.42129269974
4255,E05007876,Lodge Park, ,405272,267212,-1.92409,52.303009,1801000.49303758,6665.70314951195
4256,E05007877,Matchborough, ,407132,265955,-1.89684,52.291691,2891003.97153879,6693.8052498565
4257,E05007878,West, ,402175,266299,-1.96952,52.29483,3758317.22097965,8346.62466292286
4258,E05007879,Winyates, ,407218,267429,-1.89555,52.304939,3061326.507895,7497.21543807065
4259,E05007880,Arboretum, ,385142,255946,-2.21881,52.20155,1047280.81992031,4967.12204550028
4260,E05007881,Battenhall, ,386197,253294,-2.20326,52.177731,1736100.80825304,6725.91650498283
4261,E05007882,Bedwardine, ,383620,253324,-2.24095,52.177929,4362459.87135787,11358.7882986742
4262,E05007883,Cathedral, ,385116,254046,-2.21911,52.184471,3207793.61060895,11632.7139913615
4263,E05007884,Claines, ,384974,257845,-2.22135,52.21862,4601570.75845352,10727.5468838333
4264,E05007885,Gorse Hill, ,387046,256098,-2.19096,52.202961,759028.850508605,4644.10940653064
4265,E05007886,Nunnery, ,387029,254448,-2.19114,52.188129,2789531.11582976,6823.14226267374
4266,E05007887,Rainbow Hill, ,386262,256118,-2.20243,52.203121,1282201.29608147,5184.17242326153
4267,E05007888,St Clement, ,383672,256049,-2.24032,52.202431,1697022.73142481,6476.00591749826
4268,E05007889,St John, ,383194,254851,-2.24726,52.19165,1707513.38705083,6502.30873498503
4269,E05007890,St Peter's Parish, ,386264,252482,-2.20225,52.170429,1936063.36004058,6662.06145937244
4270,E05007891,St Stephen, ,385512,256915,-2.21344,52.21027,1325503.59503241,5824.48053588584
4271,E05007892,Warndon, ,386974,257383,-2.19206,52.214512,1994352.59922473,8678.8516470227
4272,E05007893,Warndon Parish North, ,388036,256903,-2.1765,52.21022,2371747.18451772,7922.35196331263
4273,E05007894,Warndon Parish South, ,387822,255130,-2.17957,52.194279,2441673.27478307,7364.76266973086
4274,E05007895,Badsey, ,407577,243218,-1.89082,52.087269,7422616.13059554,14459.4060927445
4275,E05007896,Bengeworth, ,405602,243304,-1.91964,52.08807,3256866.04504794,9883.62043470098
4276,E05007897,Bowbrook, ,392846,258026,-2.10613,52.220402,34972004.0474851,28567.4432445205
4277,E05007898,Bredon, ,392291,237573,-2.11378,52.03651,15022257.8628054,22046.5319652627
4278,E05007899,Bretforton and Offenham, ,408561,244542,-1.87642,52.099159,12058541.290105,20689.0486232239
4279,E05007900,Broadway and Wickhamford, ,408183,238639,-1.88208,52.046089,29969240.9588766,27472.9491988887
4280,E05007901,Dodderhill, ,393019,266640,-2.10378,52.297852,23150155.5688146,35208.4000323321
4281,E05007902,Drakes Broughton, ,391249,249132,-2.12927,52.140419,28050640.576074,30554.5061582864
4282,E05007903,Droitwich Central, ,389266,263130,-2.1587,52.266232,559736.31100837,2896.79508838515
4283,E05007904,Droitwich East, ,390295,263075,-2.14362,52.265759,2450139.47842448,7017.89406671547
4284,E05007905,Droitwich South East, ,389980,261499,-2.14818,52.251579,1841137.61783465,6176.22146234407
4285,E05007906,Droitwich South West, ,389260,262423,-2.15876,52.25988,1294566.6763732,5083.78748669168
4286,E05007907,Droitwich West, ,388780,263690,-2.16584,52.271259,2418806.92541865,7795.2576108102
4287,E05007908,Eckington, ,392045,243259,-2.1175,52.087631,33923196.5943804,33877.0988366709
